Council area,Year,Sex,Type,Number
City of Edinburgh,2001-02,Male,In,12820
City of Edinburgh,2001-02,Male,Net,420
City of Edinburgh,2001-02,Male,Out,12400
City of Edinburgh,2001-02,Persons,In,27270
City of Edinburgh,2001-02,Persons,Net,880
City of Edinburgh,2001-02,Persons,Out,26390
City of Edinburgh,2002-03,Female,In,14050
City of Edinburgh,2002-03,Female,Net,-220
City of Edinburgh,2002-03,Female,Out,14270
City of Edinburgh,2002-03,Male,In,12420
City of Edinburgh,2002-03,Male,Net,-170
City of Edinburgh,2002-03,Male,Out,12590
City of Edinburgh,2002-03,Persons,In,26470
City of Edinburgh,2002-03,Persons,Net,-390
City of Edinburgh,2002-03,Persons,Out,26860
City of Edinburgh,2003-04,Female,In,15280
City of Edinburgh,2003-04,Female,Net,1350
City of Edinburgh,2003-04,Female,Out,13940
City of Edinburgh,2003-04,Male,In,13240
City of Edinburgh,2003-04,Male,Net,890
City of Edinburgh,2003-04,Male,Out,12360
City of Edinburgh,2003-04,Persons,In,28530
City of Edinburgh,2003-04,Persons,Net,2230
City of Edinburgh,2003-04,Persons,Out,26290
City of Edinburgh,2004-05,Female,In,16890
City of Edinburgh,2004-05,Female,Net,2850
City of Edinburgh,2004-05,Female,Out,14040
City of Edinburgh,2004-05,Male,In,14980
City of Edinburgh,2004-05,Male,Net,2470
City of Edinburgh,2004-05,Male,Out,12510
City of Edinburgh,2004-05,Persons,In,31870
City of Edinburgh,2004-05,Persons,Net,5320
City of Edinburgh,2004-05,Persons,Out,26550
City of Edinburgh,2005-06,Female,In,16000
City of Edinburgh,2005-06,Female,Net,1790
City of Edinburgh,2005-06,Female,Out,14210
City of Edinburgh,2005-06,Male,In,14270
City of Edinburgh,2005-06,Male,Net,1620
City of Edinburgh,2005-06,Male,Out,12660
City of Edinburgh,2005-06,Persons,In,30270
City of Edinburgh,2005-06,Persons,Net,3410
City of Edinburgh,2005-06,Persons,Out,26860
City of Edinburgh,2006-07,Female,In,15360
City of Edinburgh,2006-07,Female,Net,2090
City of Edinburgh,2006-07,Female,Out,13270
City of Edinburgh,2006-07,Male,In,14340
City of Edinburgh,2006-07,Male,Net,2830
City of Edinburgh,2006-07,Male,Out,11510
City of Edinburgh,2006-07,Persons,In,29700
City of Edinburgh,2006-07,Persons,Net,4920
City of Edinburgh,2006-07,Persons,Out,24780
City of Edinburgh,2007-08,Female,In,15570
City of Edinburgh,2007-08,Female,Net,1720
City of Edinburgh,2007-08,Female,Out,13860
City of Edinburgh,2007-08,Male,In,14100
City of Edinburgh,2007-08,Male,Net,1640
City of Edinburgh,2007-08,Male,Out,12460
City of Edinburgh,2007-08,Persons,In,29670
City of Edinburgh,2007-08,Persons,Net,3360
City of Edinburgh,2007-08,Persons,Out,26320
City of Edinburgh,2008-09,Female,In,15390
City of Edinburgh,2008-09,Female,Net,2910
City of Edinburgh,2008-09,Female,Out,12490
City of Edinburgh,2008-09,Male,In,14120
City of Edinburgh,2008-09,Male,Net,2950
City of Edinburgh,2008-09,Male,Out,11160
City of Edinburgh,2008-09,Persons,In,29510
City of Edinburgh,2008-09,Persons,Net,5860
City of Edinburgh,2008-09,Persons,Out,23650
City of Edinburgh,2009-10,Female,In,16070
City of Edinburgh,2009-10,Female,Net,3870
City of Edinburgh,2009-10,Female,Out,12200
City of Edinburgh,2009-10,Male,In,15220
City of Edinburgh,2009-10,Male,Net,4200
City of Edinburgh,2009-10,Male,Out,11010
City of Edinburgh,2009-10,Persons,In,31280
City of Edinburgh,2009-10,Persons,Net,8070
City of Edinburgh,2009-10,Persons,Out,23210
City of Edinburgh,2010-11,Female,In,15940
City of Edinburgh,2010-11,Female,Net,4340
City of Edinburgh,2010-11,Female,Out,11600
City of Edinburgh,2010-11,Male,In,13960
City of Edinburgh,2010-11,Male,Net,3710
City of Edinburgh,2010-11,Male,Out,10260
City of Edinburgh,2010-11,Persons,In,29900
City of Edinburgh,2010-11,Persons,Net,8040
City of Edinburgh,2010-11,Persons,Out,21860
City of Edinburgh,2011-12,Female,In,15340
City of Edinburgh,2011-12,Female,Net,2260
City of Edinburgh,2011-12,Female,Out,13080
City of Edinburgh,2011-12,Male,In,13500
City of Edinburgh,2011-12,Male,Net,1710
City of Edinburgh,2011-12,Male,Out,11790
City of Edinburgh,2011-12,Persons,In,28840
City of Edinburgh,2011-12,Persons,Net,3970
City of Edinburgh,2011-12,Persons,Out,24870
City of Edinburgh,2012-13,Female,In,15290
City of Edinburgh,2012-13,Female,Net,2170
City of Edinburgh,2012-13,Female,Out,13120
City of Edinburgh,2012-13,Male,In,12540
City of Edinburgh,2012-13,Male,Net,830
City of Edinburgh,2012-13,Male,Out,11710
City of Edinburgh,2012-13,Persons,In,27830
City of Edinburgh,2012-13,Persons,Net,3000
City of Edinburgh,2012-13,Persons,Out,24840
City of Edinburgh,2013-14,Female,In,15940
City of Edinburgh,2013-14,Female,Net,2030
City of Edinburgh,2013-14,Female,Out,13900
City of Edinburgh,2013-14,Male,In,13500
City of Edinburgh,2013-14,Male,Net,1270
City of Edinburgh,2013-14,Male,Out,12240
City of Edinburgh,2013-14,Persons,In,29440
City of Edinburgh,2013-14,Persons,Net,3300
City of Edinburgh,2013-14,Persons,Out,26140
City of Edinburgh,2014-15,Female,In,16770
City of Edinburgh,2014-15,Female,Net,3240
City of Edinburgh,2014-15,Female,Out,13530
City of Edinburgh,2014-15,Male,In,14670
City of Edinburgh,2014-15,Male,Net,3020
City of Edinburgh,2014-15,Male,Out,11650
City of Edinburgh,2014-15,Persons,In,31440
City of Edinburgh,2014-15,Persons,Net,6260
City of Edinburgh,2014-15,Persons,Out,25180
City of Edinburgh,2015-16,Female,In,17240
City of Edinburgh,2015-16,Female,Net,3960
City of Edinburgh,2015-16,Female,Out,13280
City of Edinburgh,2015-16,Male,In,15150
City of Edinburgh,2015-16,Male,Net,3700
City of Edinburgh,2015-16,Male,Out,11450
City of Edinburgh,2015-16,Persons,In,32390
City of Edinburgh,2015-16,Persons,Net,7660
City of Edinburgh,2015-16,Persons,Out,24730
City of Edinburgh,2016-17,Female,In,15890
City of Edinburgh,2016-17,Female,Net,2400
City of Edinburgh,2016-17,Female,Out,13490
City of Edinburgh,2016-17,Male,In,14320
City of Edinburgh,2016-17,Male,Net,2690
City of Edinburgh,2016-17,Male,Out,11630
City of Edinburgh,2016-17,Persons,In,30210
City of Edinburgh,2016-17,Persons,Net,5090
City of Edinburgh,2016-17,Persons,Out,25120
City of Edinburgh,2017-18,Female,In,16220
City of Edinburgh,2017-18,Female,Net,2230
City of Edinburgh,2017-18,Female,Out,14000
City of Edinburgh,2017-18,Male,In,14500
City of Edinburgh,2017-18,Male,Net,2390
City of Edinburgh,2017-18,Male,Out,12110
City of Edinburgh,2017-18,Persons,In,30720
City of Edinburgh,2017-18,Persons,Net,4620
City of Edinburgh,2017-18,Persons,Out,26100
City of Edinburgh,2018-19,Female,In,17280
City of Edinburgh,2018-19,Female,Net,3000
City of Edinburgh,2018-19,Female,Out,14280
City of Edinburgh,2018-19,Male,In,15240
City of Edinburgh,2018-19,Male,Net,2910
City of Edinburgh,2018-19,Male,Out,12340
City of Edinburgh,2018-19,Persons,In,32520
City of Edinburgh,2018-19,Persons,Net,5910
City of Edinburgh,2018-19,Persons,Out,26620
Clackmannanshire,2001-02,Female,In,1010
Clackmannanshire,2001-02,Female,Net,50
Clackmannanshire,2001-02,Female,Out,960
Clackmannanshire,2001-02,Male,In,890
Clackmannanshire,2001-02,Male,Net,20
Clackmannanshire,2001-02,Male,Out,880
Clackmannanshire,2001-02,Persons,In,1900
Clackmannanshire,2001-02,Persons,Net,70
Clackmannanshire,2001-02,Persons,Out,1830
Clackmannanshire,2002-03,Female,In,930
Clackmannanshire,2002-03,Female,Net,40
Clackmannanshire,2002-03,Female,Out,880
Clackmannanshire,2002-03,Male,In,890
Clackmannanshire,2002-03,Male,Net,60
Clackmannanshire,2002-03,Male,Out,840
Clackmannanshire,2002-03,Persons,In,1820
Clackmannanshire,2002-03,Persons,Net,100
Clackmannanshire,2002-03,Persons,Out,1720
Clackmannanshire,2003-04,Female,In,1060
Clackmannanshire,2003-04,Female,Net,230
Clackmannanshire,2003-04,Female,Out,820
Clackmannanshire,2003-04,Male,In,1030
Clackmannanshire,2003-04,Male,Net,320
Clackmannanshire,2003-04,Male,Out,710
Clackmannanshire,2003-04,Persons,In,2080
Clackmannanshire,2003-04,Persons,Net,550
Clackmannanshire,2003-04,Persons,Out,1530
Clackmannanshire,2004-05,Female,In,1170
Clackmannanshire,2004-05,Female,Net,360
Clackmannanshire,2004-05,Female,Out,810
Clackmannanshire,2004-05,Male,In,960
Clackmannanshire,2004-05,Male,Net,210
Clackmannanshire,2004-05,Male,Out,750
Clackmannanshire,2004-05,Persons,In,2130
Clackmannanshire,2004-05,Persons,Net,570
Clackmannanshire,2004-05,Persons,Out,1560
Clackmannanshire,2005-06,Female,In,1060
Clackmannanshire,2005-06,Female,Net,150
Clackmannanshire,2005-06,Female,Out,910
Clackmannanshire,2005-06,Male,In,950
Clackmannanshire,2005-06,Male,Net,150
Clackmannanshire,2005-06,Male,Out,800
Clackmannanshire,2005-06,Persons,In,2010
Clackmannanshire,2005-06,Persons,Net,300
Clackmannanshire,2005-06,Persons,Out,1710
Clackmannanshire,2006-07,Female,In,1180
Clackmannanshire,2006-07,Female,Net,390
Clackmannanshire,2006-07,Female,Out,790
Clackmannanshire,2006-07,Male,In,1090
Clackmannanshire,2006-07,Male,Net,350
Clackmannanshire,2006-07,Male,Out,740
Clackmannanshire,2006-07,Persons,In,2270
Clackmannanshire,2006-07,Persons,Net,740
Clackmannanshire,2006-07,Persons,Out,1530
Clackmannanshire,2007-08,Female,In,1100
Clackmannanshire,2007-08,Female,Net,150
Clackmannanshire,2007-08,Female,Out,960
Clackmannanshire,2007-08,Male,In,1030
Clackmannanshire,2007-08,Male,Net,250
Clackmannanshire,2007-08,Male,Out,780
Clackmannanshire,2007-08,Persons,In,2130
Clackmannanshire,2007-08,Persons,Net,400
Clackmannanshire,2007-08,Persons,Out,1740
Clackmannanshire,2008-09,Female,In,870
Clackmannanshire,2008-09,Female,Net,0
Clackmannanshire,2008-09,Female,Out,870
Clackmannanshire,2008-09,Male,In,810
Clackmannanshire,2008-09,Male,Net,40
Clackmannanshire,2008-09,Male,Out,770
Clackmannanshire,2008-09,Persons,In,1680
Clackmannanshire,2008-09,Persons,Net,40
Clackmannanshire,2008-09,Persons,Out,1640
Clackmannanshire,2009-10,Female,In,810
Clackmannanshire,2009-10,Female,Net,-50
Clackmannanshire,2009-10,Female,Out,860
Clackmannanshire,2009-10,Male,In,780
Clackmannanshire,2009-10,Male,Net,-20
Clackmannanshire,2009-10,Male,Out,800
Clackmannanshire,2009-10,Persons,In,1580
Clackmannanshire,2009-10,Persons,Net,-80
Clackmannanshire,2009-10,Persons,Out,1660
Clackmannanshire,2010-11,Female,In,800
Clackmannanshire,2010-11,Female,Net,10
Clackmannanshire,2010-11,Female,Out,800
Clackmannanshire,2010-11,Male,In,720
Clackmannanshire,2010-11,Male,Net,-10
Clackmannanshire,2010-11,Male,Out,740
Clackmannanshire,2010-11,Persons,In,1530
Clackmannanshire,2010-11,Persons,Net,-10
Clackmannanshire,2010-11,Persons,Out,1530
Clackmannanshire,2011-12,Female,In,750
Clackmannanshire,2011-12,Female,Net,-170
Clackmannanshire,2011-12,Female,Out,920
Clackmannanshire,2011-12,Male,In,740
Clackmannanshire,2011-12,Male,Net,-80
Clackmannanshire,2011-12,Male,Out,820
Clackmannanshire,2011-12,Persons,In,1480
Clackmannanshire,2011-12,Persons,Net,-260
Clackmannanshire,2011-12,Persons,Out,1740
Clackmannanshire,2012-13,Female,In,790
Clackmannanshire,2012-13,Female,Net,-50
Clackmannanshire,2012-13,Female,Out,840
Clackmannanshire,2012-13,Male,In,820
Clackmannanshire,2012-13,Male,Net,-10
Clackmannanshire,2012-13,Male,Out,820
Clackmannanshire,2012-13,Persons,In,1600
Clackmannanshire,2012-13,Persons,Net,-60
Clackmannanshire,2012-13,Persons,Out,1660
Clackmannanshire,2013-14,Female,In,860
Clackmannanshire,2013-14,Female,Net,-30
Clackmannanshire,2013-14,Female,Out,890
Clackmannanshire,2013-14,Male,In,870
Clackmannanshire,2013-14,Male,Net,-60
Clackmannanshire,2013-14,Male,Out,930
Clackmannanshire,2013-14,Persons,In,1730
Clackmannanshire,2013-14,Persons,Net,-80
Clackmannanshire,2013-14,Persons,Out,1820
Clackmannanshire,2014-15,Female,In,940
Clackmannanshire,2014-15,Female,Net,90
Clackmannanshire,2014-15,Female,Out,840
Clackmannanshire,2014-15,Male,In,920
Clackmannanshire,2014-15,Male,Net,50
Clackmannanshire,2014-15,Male,Out,880
Clackmannanshire,2014-15,Persons,In,1860
Clackmannanshire,2014-15,Persons,Net,140
Clackmannanshire,2014-15,Persons,Out,1720
Clackmannanshire,2015-16,Female,In,900
Clackmannanshire,2015-16,Female,Net,60
Clackmannanshire,2015-16,Female,Out,850
Clackmannanshire,2015-16,Male,In,850
Clackmannanshire,2015-16,Male,Net,-50
Clackmannanshire,2015-16,Male,Out,900
Clackmannanshire,2015-16,Persons,In,1760
Clackmannanshire,2015-16,Persons,Net,10
Clackmannanshire,2015-16,Persons,Out,1750
Clackmannanshire,2016-17,Female,In,920
Clackmannanshire,2016-17,Female,Net,70
Clackmannanshire,2016-17,Female,Out,850
Clackmannanshire,2016-17,Male,In,950
Clackmannanshire,2016-17,Male,Net,50
Clackmannanshire,2016-17,Male,Out,900
Clackmannanshire,2016-17,Persons,In,1880
Clackmannanshire,2016-17,Persons,Net,120
Clackmannanshire,2016-17,Persons,Out,1750
Clackmannanshire,2017-18,Female,In,840
Clackmannanshire,2017-18,Female,Net,-30
Clackmannanshire,2017-18,Female,Out,870
Clackmannanshire,2017-18,Male,In,890
Clackmannanshire,2017-18,Male,Net,0
Clackmannanshire,2017-18,Male,Out,890
Clackmannanshire,2017-18,Persons,In,1730
Clackmannanshire,2017-18,Persons,Net,-30
Clackmannanshire,2017-18,Persons,Out,1760
Clackmannanshire,2018-19,Female,In,820
Clackmannanshire,2018-19,Female,Net,60
Clackmannanshire,2018-19,Female,Out,760
Clackmannanshire,2018-19,Male,In,910
Clackmannanshire,2018-19,Male,Net,90
Clackmannanshire,2018-19,Male,Out,820
Clackmannanshire,2018-19,Persons,In,1730
Clackmannanshire,2018-19,Persons,Net,150
Clackmannanshire,2018-19,Persons,Out,1580
Dumfries and Galloway,2001-02,Female,In,2540
Dumfries and Galloway,2001-02,Female,Net,150
Dumfries and Galloway,2001-02,Female,Out,2390
Dumfries and Galloway,2001-02,Male,In,2330
Dumfries and Galloway,2001-02,Male,Net,120
Dumfries and Galloway,2001-02,Male,Out,2220
Dumfries and Galloway,2001-02,Persons,In,4870
Dumfries and Galloway,2001-02,Persons,Net,270
Dumfries and Galloway,2001-02,Persons,Out,4600
Dumfries and Galloway,2002-03,Female,In,2450
Dumfries and Galloway,2002-03,Female,Net,270
Dumfries and Galloway,2002-03,Female,Out,2170
Dumfries and Galloway,2002-03,Male,In,2300
Dumfries and Galloway,2002-03,Male,Net,260
Dumfries and Galloway,2002-03,Male,Out,2040
Dumfries and Galloway,2002-03,Persons,In,4740
Dumfries and Galloway,2002-03,Persons,Net,530
Dumfries and Galloway,2002-03,Persons,Out,4220
Dumfries and Galloway,2003-04,Female,In,2690
Dumfries and Galloway,2003-04,Female,Net,660
Dumfries and Galloway,2003-04,Female,Out,2030
Dumfries and Galloway,2003-04,Male,In,2590
Dumfries and Galloway,2003-04,Male,Net,530
Dumfries and Galloway,2003-04,Male,Out,2060
Dumfries and Galloway,2003-04,Persons,In,5280
Dumfries and Galloway,2003-04,Persons,Net,1180
Dumfries and Galloway,2003-04,Persons,Out,4100
Dumfries and Galloway,2004-05,Female,In,2820
Dumfries and Galloway,2004-05,Female,Net,640
Dumfries and Galloway,2004-05,Female,Out,2180
Dumfries and Galloway,2004-05,Male,In,2660
Dumfries and Galloway,2004-05,Male,Net,550
Dumfries and Galloway,2004-05,Male,Out,2110
Dumfries and Galloway,2004-05,Persons,In,5480
Dumfries and Galloway,2004-05,Persons,Net,1190
Dumfries and Galloway,2004-05,Persons,Out,4290
Dumfries and Galloway,2005-06,Female,In,2470
Dumfries and Galloway,2005-06,Female,Net,320
Dumfries and Galloway,2005-06,Female,Out,2160
Dumfries and Galloway,2005-06,Male,In,2270
Dumfries and Galloway,2005-06,Male,Net,150
Dumfries and Galloway,2005-06,Male,Out,2120
Dumfries and Galloway,2005-06,Persons,In,4740
Dumfries and Galloway,2005-06,Persons,Net,470
Dumfries and Galloway,2005-06,Persons,Out,4270
Dumfries and Galloway,2006-07,Female,In,2380
Dumfries and Galloway,2006-07,Female,Net,380
Dumfries and Galloway,2006-07,Female,Out,2000
Dumfries and Galloway,2006-07,Male,In,2300
Dumfries and Galloway,2006-07,Male,Net,330
Dumfries and Galloway,2006-07,Male,Out,1960
Dumfries and Galloway,2006-07,Persons,In,4670
Dumfries and Galloway,2006-07,Persons,Net,710
Dumfries and Galloway,2006-07,Persons,Out,3960
Dumfries and Galloway,2007-08,Female,In,2550
Dumfries and Galloway,2007-08,Female,Net,450
Dumfries and Galloway,2007-08,Female,Out,2100
Dumfries and Galloway,2007-08,Male,In,2380
Dumfries and Galloway,2007-08,Male,Net,360
Dumfries and Galloway,2007-08,Male,Out,2020
Dumfries and Galloway,2007-08,Persons,In,4930
Dumfries and Galloway,2007-08,Persons,Net,810
Dumfries and Galloway,2007-08,Persons,Out,4120
Dumfries and Galloway,2008-09,Female,In,2190
Dumfries and Galloway,2008-09,Female,Net,240
Dumfries and Galloway,2008-09,Female,Out,1950
Dumfries and Galloway,2008-09,Male,In,1990
Dumfries and Galloway,2008-09,Male,Net,60
Dumfries and Galloway,2008-09,Male,Out,1930
Dumfries and Galloway,2008-09,Persons,In,4190
Dumfries and Galloway,2008-09,Persons,Net,300
Dumfries and Galloway,2008-09,Persons,Out,3880
Dumfries and Galloway,2009-10,Female,In,2000
Dumfries and Galloway,2009-10,Female,Net,40
Dumfries and Galloway,2009-10,Female,Out,1960
Dumfries and Galloway,2009-10,Male,In,1950
Dumfries and Galloway,2009-10,Male,Net,80
Dumfries and Galloway,2009-10,Male,Out,1860
Dumfries and Galloway,2009-10,Persons,In,3950
Dumfries and Galloway,2009-10,Persons,Net,120
Dumfries and Galloway,2009-10,Persons,Out,3830
Dumfries and Galloway,2010-11,Female,In,2070
Dumfries and Galloway,2010-11,Female,Net,210
Dumfries and Galloway,2010-11,Female,Out,1860
Dumfries and Galloway,2010-11,Male,In,1940
Dumfries and Galloway,2010-11,Male,Net,170
Dumfries and Galloway,2010-11,Male,Out,1770
Dumfries and Galloway,2010-11,Persons,In,4000
Dumfries and Galloway,2010-11,Persons,Net,380
Dumfries and Galloway,2010-11,Persons,Out,3630
Dumfries and Galloway,2011-12,Female,In,1960
Dumfries and Galloway,2011-12,Female,Net,-130
Dumfries and Galloway,2011-12,Female,Out,2090
Dumfries and Galloway,2011-12,Male,In,1870
Dumfries and Galloway,2011-12,Male,Net,0
Dumfries and Galloway,2011-12,Male,Out,1870
Dumfries and Galloway,2011-12,Persons,In,3840
Dumfries and Galloway,2011-12,Persons,Net,-130
Dumfries and Galloway,2011-12,Persons,Out,3960
Dumfries and Galloway,2012-13,Female,In,1990
Dumfries and Galloway,2012-13,Female,Net,-10
Dumfries and Galloway,2012-13,Female,Out,1990
Dumfries and Galloway,2012-13,Male,In,2000
Dumfries and Galloway,2012-13,Male,Net,0
Dumfries and Galloway,2012-13,Male,Out,1990
Dumfries and Galloway,2012-13,Persons,In,3980
Dumfries and Galloway,2012-13,Persons,Net,-10
Dumfries and Galloway,2012-13,Persons,Out,3990
Dumfries and Galloway,2013-14,Female,In,2060
Dumfries and Galloway,2013-14,Female,Net,180
Dumfries and Galloway,2013-14,Female,Out,1880
Dumfries and Galloway,2013-14,Male,In,1990
Dumfries and Galloway,2013-14,Male,Net,150
Dumfries and Galloway,2013-14,Male,Out,1840
Dumfries and Galloway,2013-14,Persons,In,4050
Dumfries and Galloway,2013-14,Persons,Net,330
Dumfries and Galloway,2013-14,Persons,Out,3710
Dumfries and Galloway,2014-15,Female,In,2010
Dumfries and Galloway,2014-15,Female,Net,200
Dumfries and Galloway,2014-15,Female,Out,1820
Dumfries and Galloway,2014-15,Male,In,1920
Dumfries and Galloway,2014-15,Male,Net,130
Dumfries and Galloway,2014-15,Male,Out,1780
Dumfries and Galloway,2014-15,Persons,In,3930
Dumfries and Galloway,2014-15,Persons,Net,330
Dumfries and Galloway,2014-15,Persons,Out,3600
Dumfries and Galloway,2015-16,Female,In,2040
Dumfries and Galloway,2015-16,Female,Net,260
Dumfries and Galloway,2015-16,Female,Out,1790
Dumfries and Galloway,2015-16,Male,In,1840
Dumfries and Galloway,2015-16,Male,Net,140
Dumfries and Galloway,2015-16,Male,Out,1710
Dumfries and Galloway,2015-16,Persons,In,3880
Dumfries and Galloway,2015-16,Persons,Net,390
Dumfries and Galloway,2015-16,Persons,Out,3490
Dumfries and Galloway,2016-17,Female,In,2000
Dumfries and Galloway,2016-17,Female,Net,110
Dumfries and Galloway,2016-17,Female,Out,1890
Dumfries and Galloway,2016-17,Male,In,2010
Dumfries and Galloway,2016-17,Male,Net,210
Dumfries and Galloway,2016-17,Male,Out,1800
Dumfries and Galloway,2016-17,Persons,In,4010
Dumfries and Galloway,2016-17,Persons,Net,320
Dumfries and Galloway,2016-17,Persons,Out,3680
Dumfries and Galloway,2017-18,Female,In,1980
Dumfries and Galloway,2017-18,Female,Net,120
Dumfries and Galloway,2017-18,Female,Out,1860
Dumfries and Galloway,2017-18,Male,In,2030
Dumfries and Galloway,2017-18,Male,Net,260
Dumfries and Galloway,2017-18,Male,Out,1770
Dumfries and Galloway,2017-18,Persons,In,4020
Dumfries and Galloway,2017-18,Persons,Net,380
Dumfries and Galloway,2017-18,Persons,Out,3630
Dumfries and Galloway,2018-19,Female,In,2090
Dumfries and Galloway,2018-19,Female,Net,350
Dumfries and Galloway,2018-19,Female,Out,1750
Dumfries and Galloway,2018-19,Male,In,2130
Dumfries and Galloway,2018-19,Male,Net,380
Dumfries and Galloway,2018-19,Male,Out,1750
Dumfries and Galloway,2018-19,Persons,In,4220
Dumfries and Galloway,2018-19,Persons,Net,730
Dumfries and Galloway,2018-19,Persons,Out,3490
Dundee City,2001-02,Female,In,2900
Dundee City,2001-02,Female,Net,-320
Dundee City,2001-02,Female,Out,3210
Dundee City,2001-02,Male,In,2620
Dundee City,2001-02,Male,Net,-440
Dundee City,2001-02,Male,Out,3060
Dundee City,2001-02,Persons,In,5510
