Council area,Year,Sex,Age group,Number
City of Edinburgh,2005-06,Male,85 to 89,8
City of Edinburgh,2005-06,Male,90 and over,-13
City of Edinburgh,2005-06,Male,All ages,1619
City of Edinburgh,2006-07,Female,0 to 4,-83
City of Edinburgh,2006-07,Female,10 to 14,27
City of Edinburgh,2006-07,Female,15 to 19,1400
City of Edinburgh,2006-07,Female,20 to 24,1297
City of Edinburgh,2006-07,Female,25 to 29,329
City of Edinburgh,2006-07,Female,30 to 34,-273
City of Edinburgh,2006-07,Female,35 to 39,-287
City of Edinburgh,2006-07,Female,40 to 44,-35
City of Edinburgh,2006-07,Female,45 to 49,18
City of Edinburgh,2006-07,Female,5 to 9,10
City of Edinburgh,2006-07,Female,50 to 54,-91
City of Edinburgh,2006-07,Female,55 to 59,-55
City of Edinburgh,2006-07,Female,60 to 64,-96
City of Edinburgh,2006-07,Female,65 to 69,-32
City of Edinburgh,2006-07,Female,70 to 74,-3
City of Edinburgh,2006-07,Female,75 to 79,10
City of Edinburgh,2006-07,Female,80 to 84,-7
City of Edinburgh,2006-07,Female,85 to 89,-22
City of Edinburgh,2006-07,Female,90 and over,-19
City of Edinburgh,2006-07,Female,All ages,2088
City of Edinburgh,2006-07,Male,0 to 4,-111
City of Edinburgh,2006-07,Male,10 to 14,15
City of Edinburgh,2006-07,Male,15 to 19,1226
City of Edinburgh,2006-07,Male,20 to 24,1374
City of Edinburgh,2006-07,Male,25 to 29,796
City of Edinburgh,2006-07,Male,30 to 34,33
City of Edinburgh,2006-07,Male,35 to 39,-224
City of Edinburgh,2006-07,Male,40 to 44,-66
City of Edinburgh,2006-07,Male,45 to 49,-49
City of Edinburgh,2006-07,Male,5 to 9,43
City of Edinburgh,2006-07,Male,50 to 54,-3
City of Edinburgh,2006-07,Male,55 to 59,-31
City of Edinburgh,2006-07,Male,60 to 64,-102
City of Edinburgh,2006-07,Male,65 to 69,-36
City of Edinburgh,2006-07,Male,70 to 74,0
City of Edinburgh,2006-07,Male,75 to 79,-3
City of Edinburgh,2006-07,Male,80 to 84,-15
City of Edinburgh,2006-07,Male,85 to 89,-11
City of Edinburgh,2006-07,Male,90 and over,-5
City of Edinburgh,2006-07,Male,All ages,2831
City of Edinburgh,2007-08,Female,0 to 4,-105
City of Edinburgh,2007-08,Female,10 to 14,0
City of Edinburgh,2007-08,Female,15 to 19,1358
City of Edinburgh,2007-08,Female,20 to 24,1116
City of Edinburgh,2007-08,Female,25 to 29,151
City of Edinburgh,2007-08,Female,30 to 34,-142
City of Edinburgh,2007-08,Female,35 to 39,-246
City of Edinburgh,2007-08,Female,40 to 44,-85
City of Edinburgh,2007-08,Female,45 to 49,-44
City of Edinburgh,2007-08,Female,5 to 9,-22
City of Edinburgh,2007-08,Female,50 to 54,-48
City of Edinburgh,2007-08,Female,55 to 59,-45
City of Edinburgh,2007-08,Female,60 to 64,-70
City of Edinburgh,2007-08,Female,65 to 69,-16
City of Edinburgh,2007-08,Female,70 to 74,-22
City of Edinburgh,2007-08,Female,75 to 79,-30
City of Edinburgh,2007-08,Female,80 to 84,-18
City of Edinburgh,2007-08,Female,85 to 89,-12
City of Edinburgh,2007-08,Female,90 and over,-5
City of Edinburgh,2007-08,Female,All ages,1715
City of Edinburgh,2007-08,Male,0 to 4,7
City of Edinburgh,2007-08,Male,10 to 14,11
City of Edinburgh,2007-08,Male,15 to 19,883
City of Edinburgh,2007-08,Male,20 to 24,1094
City of Edinburgh,2007-08,Male,25 to 29,306
City of Edinburgh,2007-08,Male,30 to 34,-135
City of Edinburgh,2007-08,Male,35 to 39,-192
City of Edinburgh,2007-08,Male,40 to 44,-58
City of Edinburgh,2007-08,Male,45 to 49,-36
City of Edinburgh,2007-08,Male,5 to 9,-50
City of Edinburgh,2007-08,Male,50 to 54,-35
City of Edinburgh,2007-08,Male,55 to 59,-49
City of Edinburgh,2007-08,Male,60 to 64,-35
City of Edinburgh,2007-08,Male,65 to 69,-10
City of Edinburgh,2007-08,Male,70 to 74,-34
City of Edinburgh,2007-08,Male,75 to 79,-9
City of Edinburgh,2007-08,Male,80 to 84,-9
City of Edinburgh,2007-08,Male,85 to 89,-10
City of Edinburgh,2007-08,Male,90 and over,2
City of Edinburgh,2007-08,Male,All ages,1641
City of Edinburgh,2008-09,Female,0 to 4,55
City of Edinburgh,2008-09,Female,10 to 14,15
City of Edinburgh,2008-09,Female,15 to 19,1443
City of Edinburgh,2008-09,Female,20 to 24,1218
City of Edinburgh,2008-09,Female,25 to 29,283
City of Edinburgh,2008-09,Female,30 to 34,34
City of Edinburgh,2008-09,Female,35 to 39,-92
City of Edinburgh,2008-09,Female,40 to 44,-12
City of Edinburgh,2008-09,Female,45 to 49,0
City of Edinburgh,2008-09,Female,5 to 9,24
City of Edinburgh,2008-09,Female,50 to 54,8
City of Edinburgh,2008-09,Female,55 to 59,-18
City of Edinburgh,2008-09,Female,60 to 64,-20
City of Edinburgh,2008-09,Female,65 to 69,-21
City of Edinburgh,2008-09,Female,70 to 74,16
City of Edinburgh,2008-09,Female,75 to 79,-1
City of Edinburgh,2008-09,Female,80 to 84,-4
City of Edinburgh,2008-09,Female,85 to 89,-11
City of Edinburgh,2008-09,Female,90 and over,-10
City of Edinburgh,2008-09,Female,All ages,2907
City of Edinburgh,2008-09,Male,0 to 4,24
City of Edinburgh,2008-09,Male,10 to 14,38
City of Edinburgh,2008-09,Male,15 to 19,1013
City of Edinburgh,2008-09,Male,20 to 24,1326
City of Edinburgh,2008-09,Male,25 to 29,611
City of Edinburgh,2008-09,Male,30 to 34,46
City of Edinburgh,2008-09,Male,35 to 39,-55
City of Edinburgh,2008-09,Male,40 to 44,-49
City of Edinburgh,2008-09,Male,45 to 49,32
City of Edinburgh,2008-09,Male,5 to 9,16
City of Edinburgh,2008-09,Male,50 to 54,-12
City of Edinburgh,2008-09,Male,55 to 59,-8
City of Edinburgh,2008-09,Male,60 to 64,-2
City of Edinburgh,2008-09,Male,65 to 69,-24
City of Edinburgh,2008-09,Male,70 to 74,-19
City of Edinburgh,2008-09,Male,75 to 79,19
City of Edinburgh,2008-09,Male,80 to 84,-4
City of Edinburgh,2008-09,Male,85 to 89,11
City of Edinburgh,2008-09,Male,90 and over,-9
City of Edinburgh,2008-09,Male,All ages,2954
City of Edinburgh,2009-10,Female,0 to 4,35
City of Edinburgh,2009-10,Female,10 to 14,58
City of Edinburgh,2009-10,Female,15 to 19,1746
City of Edinburgh,2009-10,Female,20 to 24,1719
City of Edinburgh,2009-10,Female,25 to 29,552
City of Edinburgh,2009-10,Female,30 to 34,-98
City of Edinburgh,2009-10,Female,35 to 39,-142
City of Edinburgh,2009-10,Female,40 to 44,9
City of Edinburgh,2009-10,Female,45 to 49,37
City of Edinburgh,2009-10,Female,5 to 9,13
City of Edinburgh,2009-10,Female,50 to 54,3
City of Edinburgh,2009-10,Female,55 to 59,-3
City of Edinburgh,2009-10,Female,60 to 64,-20
City of Edinburgh,2009-10,Female,65 to 69,9
City of Edinburgh,2009-10,Female,70 to 74,-4
City of Edinburgh,2009-10,Female,75 to 79,-3
City of Edinburgh,2009-10,Female,80 to 84,-8
City of Edinburgh,2009-10,Female,85 to 89,-25
City of Edinburgh,2009-10,Female,90 and over,-11
City of Edinburgh,2009-10,Female,All ages,3867
City of Edinburgh,2009-10,Male,0 to 4,-51
City of Edinburgh,2009-10,Male,10 to 14,47
City of Edinburgh,2009-10,Male,15 to 19,1515
City of Edinburgh,2009-10,Male,20 to 24,1724
City of Edinburgh,2009-10,Male,25 to 29,829
City of Edinburgh,2009-10,Male,30 to 34,173
City of Edinburgh,2009-10,Male,35 to 39,-55
City of Edinburgh,2009-10,Male,40 to 44,16
City of Edinburgh,2009-10,Male,45 to 49,29
City of Edinburgh,2009-10,Male,5 to 9,30
City of Edinburgh,2009-10,Male,50 to 54,-15
City of Edinburgh,2009-10,Male,55 to 59,-9
City of Edinburgh,2009-10,Male,60 to 64,-37
City of Edinburgh,2009-10,Male,65 to 69,-16
City of Edinburgh,2009-10,Male,70 to 74,5
City of Edinburgh,2009-10,Male,75 to 79,7
City of Edinburgh,2009-10,Male,80 to 84,1
City of Edinburgh,2009-10,Male,85 to 89,1
City of Edinburgh,2009-10,Male,90 and over,8
City of Edinburgh,2009-10,Male,All ages,4202
City of Edinburgh,2010-11,Female,0 to 4,14
City of Edinburgh,2010-11,Female,10 to 14,32
City of Edinburgh,2010-11,Female,15 to 19,1564
City of Edinburgh,2010-11,Female,20 to 24,1749
City of Edinburgh,2010-11,Female,25 to 29,669
City of Edinburgh,2010-11,Female,30 to 34,188
City of Edinburgh,2010-11,Female,35 to 39,-63
City of Edinburgh,2010-11,Female,40 to 44,61
City of Edinburgh,2010-11,Female,45 to 49,46
City of Edinburgh,2010-11,Female,5 to 9,41
City of Edinburgh,2010-11,Female,50 to 54,68
City of Edinburgh,2010-11,Female,55 to 59,-12
City of Edinburgh,2010-11,Female,60 to 64,-2
City of Edinburgh,2010-11,Female,65 to 69,2
City of Edinburgh,2010-11,Female,70 to 74,-4
City of Edinburgh,2010-11,Female,75 to 79,19
City of Edinburgh,2010-11,Female,80 to 84,-12
City of Edinburgh,2010-11,Female,85 to 89,-11
City of Edinburgh,2010-11,Female,90 and over,-11
City of Edinburgh,2010-11,Female,All ages,4338
City of Edinburgh,2010-11,Male,0 to 4,37
City of Edinburgh,2010-11,Male,10 to 14,65
City of Edinburgh,2010-11,Male,15 to 19,1033
City of Edinburgh,2010-11,Male,20 to 24,1479
City of Edinburgh,2010-11,Male,25 to 29,785
City of Edinburgh,2010-11,Male,30 to 34,187
City of Edinburgh,2010-11,Male,35 to 39,76
City of Edinburgh,2010-11,Male,40 to 44,-6
City of Edinburgh,2010-11,Male,45 to 49,33
City of Edinburgh,2010-11,Male,5 to 9,4
City of Edinburgh,2010-11,Male,50 to 54,39
City of Edinburgh,2010-11,Male,55 to 59,-12
City of Edinburgh,2010-11,Male,60 to 64,-11
City of Edinburgh,2010-11,Male,65 to 69,-8
City of Edinburgh,2010-11,Male,70 to 74,9
City of Edinburgh,2010-11,Male,75 to 79,22
City of Edinburgh,2010-11,Male,80 to 84,-18
City of Edinburgh,2010-11,Male,85 to 89,-5
City of Edinburgh,2010-11,Male,90 and over,-3
City of Edinburgh,2010-11,Male,All ages,3706
City of Edinburgh,2011-12,Female,0 to 4,-92
City of Edinburgh,2011-12,Female,10 to 14,5
City of Edinburgh,2011-12,Female,15 to 19,1204
City of Edinburgh,2011-12,Female,20 to 24,1258
City of Edinburgh,2011-12,Female,25 to 29,210
City of Edinburgh,2011-12,Female,30 to 34,-180
City of Edinburgh,2011-12,Female,35 to 39,-69
City of Edinburgh,2011-12,Female,40 to 44,-46
City of Edinburgh,2011-12,Female,45 to 49,-42
City of Edinburgh,2011-12,Female,5 to 9,7
City of Edinburgh,2011-12,Female,50 to 54,8
City of Edinburgh,2011-12,Female,55 to 59,-18
City of Edinburgh,2011-12,Female,60 to 64,9
City of Edinburgh,2011-12,Female,65 to 69,1
City of Edinburgh,2011-12,Female,70 to 74,21
City of Edinburgh,2011-12,Female,75 to 79,13
City of Edinburgh,2011-12,Female,80 to 84,-18
City of Edinburgh,2011-12,Female,85 to 89,-23
City of Edinburgh,2011-12,Female,90 and over,8
City of Edinburgh,2011-12,Female,All ages,2256
City of Edinburgh,2011-12,Male,0 to 4,-35
City of Edinburgh,2011-12,Male,10 to 14,25
City of Edinburgh,2011-12,Male,15 to 19,754
City of Edinburgh,2011-12,Male,20 to 24,879
City of Edinburgh,2011-12,Male,25 to 29,300
City of Edinburgh,2011-12,Male,30 to 34,-112
City of Edinburgh,2011-12,Male,35 to 39,-22
City of Edinburgh,2011-12,Male,40 to 44,-15
City of Edinburgh,2011-12,Male,45 to 49,-22
City of Edinburgh,2011-12,Male,5 to 9,-7
City of Edinburgh,2011-12,Male,50 to 54,11
City of Edinburgh,2011-12,Male,55 to 59,-21
City of Edinburgh,2011-12,Male,60 to 64,-34
City of Edinburgh,2011-12,Male,65 to 69,-18
City of Edinburgh,2011-12,Male,70 to 74,9
City of Edinburgh,2011-12,Male,75 to 79,10
City of Edinburgh,2011-12,Male,80 to 84,7
City of Edinburgh,2011-12,Male,85 to 89,11
City of Edinburgh,2011-12,Male,90 and over,-10
City of Edinburgh,2011-12,Male,All ages,1710
City of Edinburgh,2012-13,Female,0 to 4,-89
City of Edinburgh,2012-13,Female,10 to 14,61
City of Edinburgh,2012-13,Female,15 to 19,1654
City of Edinburgh,2012-13,Female,20 to 24,1114
City of Edinburgh,2012-13,Female,25 to 29,-156
City of Edinburgh,2012-13,Female,30 to 34,-258
City of Edinburgh,2012-13,Female,35 to 39,-162
City of Edinburgh,2012-13,Female,40 to 44,3
City of Edinburgh,2012-13,Female,45 to 49,4
City of Edinburgh,2012-13,Female,5 to 9,13
City of Edinburgh,2012-13,Female,50 to 54,-20
City of Edinburgh,2012-13,Female,55 to 59,4
City of Edinburgh,2012-13,Female,60 to 64,-30
City of Edinburgh,2012-13,Female,65 to 69,-2
City of Edinburgh,2012-13,Female,70 to 74,-7
City of Edinburgh,2012-13,Female,75 to 79,23
City of Edinburgh,2012-13,Female,80 to 84,21
City of Edinburgh,2012-13,Female,85 to 89,-1
City of Edinburgh,2012-13,Female,90 and over,-1
City of Edinburgh,2012-13,Female,All ages,2171
City of Edinburgh,2012-13,Male,0 to 4,-210
City of Edinburgh,2012-13,Male,10 to 14,88
City of Edinburgh,2012-13,Male,15 to 19,883
City of Edinburgh,2012-13,Male,20 to 24,601
City of Edinburgh,2012-13,Male,25 to 29,35
City of Edinburgh,2012-13,Male,30 to 34,-175
City of Edinburgh,2012-13,Male,35 to 39,-207
City of Edinburgh,2012-13,Male,40 to 44,-70
City of Edinburgh,2012-13,Male,45 to 49,10
City of Edinburgh,2012-13,Male,5 to 9,-40
City of Edinburgh,2012-13,Male,50 to 54,8
City of Edinburgh,2012-13,Male,55 to 59,-35
City of Edinburgh,2012-13,Male,60 to 64,-28
City of Edinburgh,2012-13,Male,65 to 69,-23
City of Edinburgh,2012-13,Male,70 to 74,-13
City of Edinburgh,2012-13,Male,75 to 79,8
City of Edinburgh,2012-13,Male,80 to 84,8
City of Edinburgh,2012-13,Male,85 to 89,-1
City of Edinburgh,2012-13,Male,90 and over,-12
City of Edinburgh,2012-13,Male,All ages,827
City of Edinburgh,2013-14,Female,0 to 4,-172
City of Edinburgh,2013-14,Female,10 to 14,5
City of Edinburgh,2013-14,Female,15 to 19,1482
City of Edinburgh,2013-14,Female,20 to 24,1240
City of Edinburgh,2013-14,Female,25 to 29,16
City of Edinburgh,2013-14,Female,30 to 34,-275
City of Edinburgh,2013-14,Female,35 to 39,-107
City of Edinburgh,2013-14,Female,40 to 44,-73
City of Edinburgh,2013-14,Female,45 to 49,-10
City of Edinburgh,2013-14,Female,5 to 9,-39
City of Edinburgh,2013-14,Female,50 to 54,-54
City of Edinburgh,2013-14,Female,55 to 59,-28
City of Edinburgh,2013-14,Female,60 to 64,-8
City of Edinburgh,2013-14,Female,65 to 69,49
City of Edinburgh,2013-14,Female,70 to 74,19
City of Edinburgh,2013-14,Female,75 to 79,15
City of Edinburgh,2013-14,Female,80 to 84,-4
City of Edinburgh,2013-14,Female,85 to 89,7
City of Edinburgh,2013-14,Female,90 and over,-32
City of Edinburgh,2013-14,Female,All ages,2031
City of Edinburgh,2013-14,Male,0 to 4,-162
City of Edinburgh,2013-14,Male,10 to 14,28
City of Edinburgh,2013-14,Male,15 to 19,847
City of Edinburgh,2013-14,Male,20 to 24,790
City of Edinburgh,2013-14,Male,25 to 29,231
City of Edinburgh,2013-14,Male,30 to 34,-169
City of Edinburgh,2013-14,Male,35 to 39,-180
City of Edinburgh,2013-14,Male,40 to 44,-60
City of Edinburgh,2013-14,Male,45 to 49,43
City of Edinburgh,2013-14,Male,5 to 9,-44
City of Edinburgh,2013-14,Male,50 to 54,3
City of Edinburgh,2013-14,Male,55 to 59,-14
City of Edinburgh,2013-14,Male,60 to 64,-33
City of Edinburgh,2013-14,Male,65 to 69,-16
City of Edinburgh,2013-14,Male,70 to 74,-11
City of Edinburgh,2013-14,Male,75 to 79,5
City of Edinburgh,2013-14,Male,80 to 84,-10
City of Edinburgh,2013-14,Male,85 to 89,2
City of Edinburgh,2013-14,Male,90 and over,15
City of Edinburgh,2013-14,Male,All ages,1265
City of Edinburgh,2014-15,Female,0 to 4,-200
City of Edinburgh,2014-15,Female,10 to 14,69
City of Edinburgh,2014-15,Female,15 to 19,1611
City of Edinburgh,2014-15,Female,20 to 24,1790
City of Edinburgh,2014-15,Female,25 to 29,392
City of Edinburgh,2014-15,Female,30 to 34,-100
City of Edinburgh,2014-15,Female,35 to 39,-129
City of Edinburgh,2014-15,Female,40 to 44,-42
City of Edinburgh,2014-15,Female,45 to 49,13
City of Edinburgh,2014-15,Female,5 to 9,-58
City of Edinburgh,2014-15,Female,50 to 54,-7
City of Edinburgh,2014-15,Female,55 to 59,-43
City of Edinburgh,2014-15,Female,60 to 64,-43
City of Edinburgh,2014-15,Female,65 to 69,-9
City of Edinburgh,2014-15,Female,70 to 74,-7
City of Edinburgh,2014-15,Female,75 to 79,9
City of Edinburgh,2014-15,Female,80 to 84,1
City of Edinburgh,2014-15,Female,85 to 89,-3
City of Edinburgh,2014-15,Female,90 and over,-3
City of Edinburgh,2014-15,Female,All ages,3241
City of Edinburgh,2014-15,Male,0 to 4,-177
City of Edinburgh,2014-15,Male,10 to 14,103
City of Edinburgh,2014-15,Male,15 to 19,1056
City of Edinburgh,2014-15,Male,20 to 24,1341
City of Edinburgh,2014-15,Male,25 to 29,714
City of Edinburgh,2014-15,Male,30 to 34,170
City of Edinburgh,2014-15,Male,35 to 39,-26
City of Edinburgh,2014-15,Male,40 to 44,4
City of Edinburgh,2014-15,Male,45 to 49,-23
City of Edinburgh,2014-15,Male,5 to 9,-31
City of Edinburgh,2014-15,Male,50 to 54,12
City of Edinburgh,2014-15,Male,55 to 59,-49
City of Edinburgh,2014-15,Male,60 to 64,-12
City of Edinburgh,2014-15,Male,65 to 69,-63
City of Edinburgh,2014-15,Male,70 to 74,-6
City of Edinburgh,2014-15,Male,75 to 79,3
City of Edinburgh,2014-15,Male,80 to 84,-9
City of Edinburgh,2014-15,Male,85 to 89,13
City of Edinburgh,2014-15,Male,90 and over,0
City of Edinburgh,2014-15,Male,All ages,3020
City of Edinburgh,2015-16,Female,0 to 4,-73
City of Edinburgh,2015-16,Female,10 to 14,111
City of Edinburgh,2015-16,Female,15 to 19,1637
City of Edinburgh,2015-16,Female,20 to 24,1928
City of Edinburgh,2015-16,Female,25 to 29,719
City of Edinburgh,2015-16,Female,30 to 34,-25
City of Edinburgh,2015-16,Female,35 to 39,-171
City of Edinburgh,2015-16,Female,40 to 44,-53
City of Edinburgh,2015-16,Female,45 to 49,16
City of Edinburgh,2015-16,Female,5 to 9,47
City of Edinburgh,2015-16,Female,50 to 54,-88
City of Edinburgh,2015-16,Female,55 to 59,-70
City of Edinburgh,2015-16,Female,60 to 64,-39
City of Edinburgh,2015-16,Female,65 to 69,-19
City of Edinburgh,2015-16,Female,70 to 74,10
City of Edinburgh,2015-16,Female,75 to 79,20
City of Edinburgh,2015-16,Female,80 to 84,13
City of Edinburgh,2015-16,Female,85 to 89,-1
City of Edinburgh,2015-16,Female,90 and over,-6
City of Edinburgh,2015-16,Female,All ages,3956
City of Edinburgh,2015-16,Male,0 to 4,-40
City of Edinburgh,2015-16,Male,10 to 14,121
City of Edinburgh,2015-16,Male,15 to 19,1143
City of Edinburgh,2015-16,Male,20 to 24,1412
City of Edinburgh,2015-16,Male,25 to 29,1025
City of Edinburgh,2015-16,Male,30 to 34,173
City of Edinburgh,2015-16,Male,35 to 39,-21
City of Edinburgh,2015-16,Male,40 to 44,-82
City of Edinburgh,2015-16,Male,45 to 49,26
City of Edinburgh,2015-16,Male,5 to 9,20
City of Edinburgh,2015-16,Male,50 to 54,-48
City of Edinburgh,2015-16,Male,55 to 59,-28
City of Edinburgh,2015-16,Male,60 to 64,-49
City of Edinburgh,2015-16,Male,65 to 69,-30
City of Edinburgh,2015-16,Male,70 to 74,28
City of Edinburgh,2015-16,Male,75 to 79,23
City of Edinburgh,2015-16,Male,80 to 84,9
City of Edinburgh,2015-16,Male,85 to 89,19
City of Edinburgh,2015-16,Male,90 and over,2
City of Edinburgh,2015-16,Male,All ages,3703
City of Edinburgh,2016-17,Female,0 to 4,-221
City of Edinburgh,2016-17,Female,10 to 14,39
City of Edinburgh,2016-17,Female,15 to 19,1572
City of Edinburgh,2016-17,Female,20 to 24,1322
City of Edinburgh,2016-17,Female,25 to 29,500
City of Edinburgh,2016-17,Female,30 to 34,-252
City of Edinburgh,2016-17,Female,35 to 39,-285
City of Edinburgh,2016-17,Female,40 to 44,-59
City of Edinburgh,2016-17,Female,45 to 49,-37
City of Edinburgh,2016-17,Female,5 to 9,-48
City of Edinburgh,2016-17,Female,50 to 54,1
City of Edinburgh,2016-17,Female,55 to 59,-61
City of Edinburgh,2016-17,Female,60 to 64,-28
City of Edinburgh,2016-17,Female,65 to 69,-46
City of Edinburgh,2016-17,Female,70 to 74,3
City of Edinburgh,2016-17,Female,75 to 79,9
City of Edinburgh,2016-17,Female,80 to 84,-4
City of Edinburgh,2016-17,Female,85 to 89,0
City of Edinburgh,2016-17,Female,90 and over,-6
City of Edinburgh,2016-17,Female,All ages,2399
City of Edinburgh,2016-17,Male,0 to 4,-121
City of Edinburgh,2016-17,Male,10 to 14,42
City of Edinburgh,2016-17,Male,15 to 19,1074
City of Edinburgh,2016-17,Male,20 to 24,1345
City of Edinburgh,2016-17,Male,25 to 29,696
City of Edinburgh,2016-17,Male,30 to 34,95
City of Edinburgh,2016-17,Male,35 to 39,-171
City of Edinburgh,2016-17,Male,40 to 44,-85
City of Edinburgh,2016-17,Male,45 to 49,-74
City of Edinburgh,2016-17,Male,5 to 9,-68
City of Edinburgh,2016-17,Male,50 to 54,47
City of Edinburgh,2016-17,Male,55 to 59,-48
City of Edinburgh,2016-17,Male,60 to 64,-47
City of Edinburgh,2016-17,Male,65 to 69,-3
City of Edinburgh,2016-17,Male,70 to 74,-19
City of Edinburgh,2016-17,Male,75 to 79,2
City of Edinburgh,2016-17,Male,80 to 84,9
City of Edinburgh,2016-17,Male,85 to 89,8
City of Edinburgh,2016-17,Male,90 and over,7
City of Edinburgh,2016-17,Male,All ages,2689
City of Edinburgh,2017-18,Female,0 to 4,-184
City of Edinburgh,2017-18,Female,10 to 14,22
City of Edinburgh,2017-18,Female,15 to 19,1584
City of Edinburgh,2017-18,Female,20 to 24,1234
City of Edinburgh,2017-18,Female,25 to 29,223
City of Edinburgh,2017-18,Female,30 to 34,-204
City of Edinburgh,2017-18,Female,35 to 39,-241
City of Edinburgh,2017-18,Female,40 to 44,-63
City of Edinburgh,2017-18,Female,45 to 49,21
City of Edinburgh,2017-18,Female,5 to 9,-43
City of Edinburgh,2017-18,Female,50 to 54,-23
City of Edinburgh,2017-18,Female,55 to 59,-95
